customer_id,customer_name,segment,region,acquisition_channel
CU00596,Customer 00596,Home Makers,West,Corporate Sales
CU00597,Customer 00597,Premium,East,Corporate Sales
CU00598,Customer 00598,Gamers,Central,Website
CU00599,Customer 00599,Home Makers,West,Store
CU00600,Customer 00600,Corporate,West,Store
CU00601,Customer 00601,Professionals,West,Social
CU00602,Customer 00602,Corporate,East,Referral
CU00603,Customer 00603,Premium,North,Website
CU00604,Customer 00604,Professionals,Central,Social
CU00605,Customer 00605,Gamers,North,Store
CU00606,Customer 00606,Value Seekers,North,Store
CU00607,Customer 00607,Gamers,North,Social
CU00608,Customer 00608,Home Makers,North,Corporate Sales
CU00609,Customer 00609,Value Seekers,East,Social
CU00610,Customer 00610,Home Makers,East,Social
CU00611,Customer 00611,Premium,West,Store
CU00612,Customer 00612,Home Makers,North,Store
CU00613,Customer 00613,Professionals,West,Website
CU00614,Customer 00614,Home Makers,East,Social
CU00615,Customer 00615,Professionals,Central,Store
CU00616,Customer 00616,Value Seekers,West,Social
CU00617,Customer 00617,Corporate,East,Website
CU00618,Customer 00618,Premium,West,Corporate Sales
CU00619,Customer 00619,Gamers,West,Website
CU00620,Customer 00620,Value Seekers,Central,Referral
CU00621,Customer 00621,Value Seekers,Central,Website
CU00622,Customer 00622,Gamers,West,Store
CU00623,Customer 00623,Gamers,East,Store
CU00624,Customer 00624,Home Makers,Central,Social
CU00625,Customer 00625,Professionals,East,Store
CU00626,Customer 00626,Professionals,Central,Corporate Sales
CU00627,Customer 00627,Professionals,Central,Website
CU00628,Customer 00628,Professionals,North,Corporate Sales
CU00629,Customer 00629,Value Seekers,North,Social
CU00630,Customer 00630,Gamers,North,Corporate Sales
CU00631,Customer 00631,Value Seekers,West,Corporate Sales
CU00632,Customer 00632,Home Makers,Central,Store
CU00633,Customer 00633,Gamers,North,Corporate Sales
CU00634,Customer 00634,Home Makers,North,Website
CU00635,Customer 00635,Gamers,West,Store
CU00636,Customer 00636,Value Seekers,North,Store
CU00637,Customer 00637,Professionals,Central,Store
CU00638,Customer 00638,Gamers,East,Referral
CU00639,Customer 00639,Home Makers,Central,Social
CU00640,Customer 00640,Home Makers,West,Store
CU00641,Customer 00641,Home Makers,North,Store
CU00642,Customer 00642,Value Seekers,North,Website
CU00643,Customer 00643,Professionals,West,Social
CU00644,Customer 00644,Value Seekers,East,Store
CU00645,Customer 00645,Home Makers,Central,Social
CU00646,Customer 00646,Corporate,East,Website
CU00647,Customer 00647,Value Seekers,West,Store
CU00648,Customer 00648,Premium,North,Store
CU00649,Customer 00649,Professionals,Central,Website
CU00650,Customer 00650,Value Seekers,East,Social
CU00651,Customer 00651,Professionals,West,Website
CU00652,Customer 00652,Professionals,East,Corporate Sales
CU00653,Customer 00653,Value Seekers,East,Store
CU00654,Customer 00654,Value Seekers,West,Corporate Sales
CU00655,Customer 00655,Value Seekers,West,Website
CU00656,Customer 00656,Home Makers,West,Store
CU00657,Customer 00657,Gamers,West,Corporate Sales
CU00658,Customer 00658,Premium,West,Website
CU00659,Customer 00659,Value Seekers,Central,Website
CU00660,Customer 00660,Value Seekers,West,Corporate Sales
CU00661,Customer 00661,Value Seekers,Central,Website
CU00662,Customer 00662,Corporate,East,Referral
CU00663,Customer 00663,Value Seekers,West,Store
CU00664,Customer 00664,Premium,East,Social
CU00665,Customer 00665,Premium,West,Website
CU00666,Customer 00666,Home Makers,West,Social
CU00667,Customer 00667,Professionals,West,Store
CU00668,Customer 00668,Premium,Central,Store
CU00669,Customer 00669,Value Seekers,West,Corporate Sales
CU00670,Customer 00670,Professionals,North,Website
CU00671,Customer 00671,Value Seekers,North,Social
CU00672,Customer 00672,Corporate,Central,Social
CU00673,Customer 00673,Premium,Central,Social
CU00674,Customer 00674,Premium,North,Corporate Sales
CU00675,Customer 00675,Value Seekers,Central,Store
CU00676,Customer 00676,Gamers,West,Social
CU00677,Customer 00677,Professionals,West,Store
CU00678,Customer 00678,Gamers,Central,Social
CU00679,Customer 00679,Gamers,East,Social
CU00680,Customer 00680,Value Seekers,West,Social
CU00681,Customer 00681,Premium,West,Social
CU00682,Customer 00682,Value Seekers,Central,Store
CU00683,Customer 00683,Value Seekers,West,Store
CU00684,Customer 00684,Premium,West,Referral
CU00685,Customer 00685,Home Makers,North,Website
CU00686,Customer 00686,Professionals,Central,Referral
CU00687,Customer 00687,Home Makers,North,Store
CU00688,Customer 00688,Professionals,West,Social
CU00689,Customer 00689,Premium,North,Website
CU00690,Customer 00690,Premium,North,Referral
CU00691,Customer 00691,Value Seekers,West,Social
CU00692,Customer 00692,Professionals,Central,Referral
CU00693,Customer 00693,Premium,East,Website
CU00694,Customer 00694,Home Makers,West,Store
CU00695,Customer 00695,Home Makers,East,Corporate Sales
CU00696,Customer 00696,Professionals,West,Referral
CU00697,Customer 00697,Home Makers,West,Corporate Sales
CU00698,Customer 00698,Value Seekers,East,Referral
CU00699,Customer 00699,Value Seekers,Central,Store
CU00700,Customer 00700,Premium,East,Website
CU00701,Customer 00701,Professionals,North,Store
CU00702,Customer 00702,Value Seekers,North,Referral
CU00703,Customer 00703,Home Makers,West,Website
CU00704,Customer 00704,Home Makers,East,Website
CU00705,Customer 00705,Premium,West,Corporate Sales
CU00706,Customer 00706,Value Seekers,East,Referral
CU00707,Customer 00707,Gamers,North,Store
CU00708,Customer 00708,Corporate,East,Store
CU00709,Customer 00709,Value Seekers,North,Corporate Sales
CU00710,Customer 00710,Premium,West,Website
CU00711,Customer 00711,Premium,West,Website
CU00712,Customer 00712,Home Makers,West,Website
CU00713,Customer 00713,Professionals,West,Referral
CU00714,Customer 00714,Value Seekers,East,Store
CU00715,Customer 00715,Value Seekers,West,Store
CU00716,Customer 00716,Professionals,West,Store
CU00717,Customer 00717,Home Makers,East,Store
CU00718,Customer 00718,Value Seekers,Central,Social
CU00719,Customer 00719,Professionals,West,Referral
CU00720,Customer 00720,Gamers,East,Store
CU00721,Customer 00721,Home Makers,North,Social
CU00722,Customer 00722,Professionals,Central,Referral
CU00723,Customer 00723,Professionals,North,Store
CU00724,Customer 00724,Gamers,West,Website
CU00725,Customer 00725,Home Makers,West,Store
CU00726,Customer 00726,Gamers,West,Website
CU00727,Customer 00727,Corporate,West,Store
CU00728,Customer 00728,Professionals,West,Website
CU00729,Customer 00729,Home Makers,Central,Referral
CU00730,Customer 00730,Premium,North,Referral
CU00731,Customer 00731,Professionals,North,Store
CU00732,Customer 00732,Home Makers,West,Corporate Sales
CU00733,Customer 00733,Premium,Central,Referral
CU00734,Customer 00734,Value Seekers,East,Store
CU00735,Customer 00735,Corporate,West,Corporate Sales
CU00736,Customer 00736,Home Makers,West,Referral
CU00737,Customer 00737,Gamers,North,Social
CU00738,Customer 00738,Gamers,East,Store
CU00739,Customer 00739,Home Makers,West,Website
CU00740,Customer 00740,Professionals,North,Referral
CU00741,Customer 00741,Professionals,Central,Social
CU00742,Customer 00742,Home Makers,West,Website
CU00743,Customer 00743,Home Makers,East,Social
CU00744,Customer 00744,Home Makers,Central,Corporate Sales
CU00745,Customer 00745,Gamers,West,Store
CU00746,Customer 00746,Professionals,West,Website
CU00747,Customer 00747,Home Makers,West,Website
CU00748,Customer 00748,Corporate,Central,Store
CU00749,Customer 00749,Gamers,Central,Website
CU00750,Customer 00750,Value Seekers,North,Store
CU00751,Customer 00751,Professionals,Central,Corporate Sales
CU00752,Customer 00752,Professionals,West,Corporate Sales
CU00753,Customer 00753,Home Makers,Central,Social
CU00754,Customer 00754,Home Makers,West,Website
CU00755,Customer 00755,Value Seekers,West,Social
CU00756,Customer 00756,Home Makers,West,Store
CU00757,Customer 00757,Corporate,West,Store
CU00758,Customer 00758,Value Seekers,West,Corporate Sales
CU00759,Customer 00759,Professionals,North,Store
CU00760,Customer 00760,Home Makers,Central,Corporate Sales
CU00761,Customer 00761,Premium,Central,Social
CU00762,Customer 00762,Home Makers,East,Corporate Sales
CU00763,Customer 00763,Premium,West,Store
CU00764,Customer 00764,Value Seekers,East,Website
CU00765,Customer 00765,Professionals,West,Store
CU00766,Customer 00766,Professionals,West,Corporate Sales
CU00767,Customer 00767,Premium,Central,Store
CU00768,Customer 00768,Value Seekers,West,Website
CU00769,Customer 00769,Value Seekers,Central,Store
CU00770,Customer 00770,Professionals,East,Store
CU00771,Customer 00771,Value Seekers,East,Store
CU00772,Customer 00772,Gamers,North,Social
CU00773,Customer 00773,Premium,West,Referral
CU00774,Customer 00774,Premium,West,Website
CU00775,Customer 00775,Value Seekers,Central,Website
CU00776,Customer 00776,Corporate,West,Website
CU00777,Customer 00777,Premium,West,Store
CU00778,Customer 00778,Value Seekers,North,Website
CU00779,Customer 00779,Home Makers,West,Website
CU00780,Customer 00780,Professionals,Central,Corporate Sales
CU00781,Customer 00781,Home Makers,Central,Referral
CU00782,Customer 00782,Home Makers,West,Store
CU00783,Customer 00783,Corporate,East,Referral
CU00784,Customer 00784,Value Seekers,North,Corporate Sales
CU00785,Customer 00785,Home Makers,West,Social
CU00786,Customer 00786,Gamers,North,Store
CU00787,Customer 00787,Professionals,East,Store
CU00788,Customer 00788,Value Seekers,West,Social
CU00789,Customer 00789,Professionals,East,Website
CU00790,Customer 00790,Home Makers,West,Website
CU00791,Customer 00791,Gamers,North,Store
CU00792,Customer 00792,Professionals,North,Social
CU00793,Customer 00793,Premium,West,Store
CU00794,Customer 00794,Premium,Central,Website
CU00795,Customer 00795,Professionals,East,Referral
CU00796,Customer 00796,Premium,West,Website
CU00797,Customer 00797,Value Seekers,West,Store
CU00798,Customer 00798,Value Seekers,West,Corporate Sales
CU00799,Customer 00799,Home Makers,Central,Website
CU00800,Customer 00800,Value Seekers,West,Referral
CU00801,Customer 00801,Gamers,East,Website
CU00802,Customer 00802,Professionals,East,Store
CU00803,Customer 00803,Corporate,East,Corporate Sales
CU00804,Customer 00804,Value Seekers,West,Website
CU00805,Customer 00805,Value Seekers,East,Website
CU00806,Customer 00806,Home Makers,Central,Social
CU00807,Customer 00807,Home Makers,West,Website
CU00808,Customer 00808,Home Makers,West,Website
CU00809,Customer 00809,Value Seekers,West,Store
CU00810,Customer 00810,Value Seekers,West,Store
CU00811,Customer 00811,Home Makers,Central,Website
CU00812,Customer 00812,Value Seekers,East,Website
CU00813,Customer 00813,Professionals,East,Store
CU00814,Customer 00814,Professionals,East,Referral
CU00815,Customer 00815,Value Seekers,North,Corporate Sales
CU00816,Customer 00816,Professionals,West,Website
CU00817,Customer 00817,Premium,West,Website
CU00818,Customer 00818,Value Seekers,North,Referral
CU00819,Customer 00819,Home Makers,North,Website
CU00820,Customer 00820,Home Makers,West,Referral
CU00821,Customer 00821,Gamers,West,Website
CU00822,Customer 00822,Home Makers,Central,Social
CU00823,Customer 00823,Value Seekers,West,Store
CU00824,Customer 00824,Value Seekers,West,Corporate Sales
CU00825,Customer 00825,Professionals,North,Store
CU00826,Customer 00826,Value Seekers,North,Website
CU00827,Customer 00827,Premium,West,Store
CU00828,Customer 00828,Home Makers,West,Referral
CU00829,Customer 00829,Premium,West,Store
CU00830,Customer 00830,Corporate,Central,Website
CU00831,Customer 00831,Value Seekers,East,Store
CU00832,Customer 00832,Home Makers,West,Referral
CU00833,Customer 00833,Premium,West,Website
CU00834,Customer 00834,Home Makers,East,Social
CU00835,Customer 00835,Premium,Central,Corporate Sales
CU00836,Customer 00836,Value Seekers,Central,Social
CU00837,Customer 00837,Corporate,North,Referral
CU00838,Customer 00838,Professionals,North,Website
CU00839,Customer 00839,Gamers,East,Social
CU00840,Customer 00840,Professionals,Central,Store
CU00841,Customer 00841,Home Makers,East,Website
CU00842,Customer 00842,Home Makers,Central,Website
CU00843,Customer 00843,Home Makers,Central,Store
CU00844,Customer 00844,Premium,North,Website
CU00845,Customer 00845,Gamers,West,Website
CU00846,Customer 00846,Corporate,West,Website
CU00847,Customer 00847,Home Makers,East,Website
CU00848,Customer 00848,Professionals,Central,Social
CU00849,Customer 00849,Gamers,West,Website
CU00850,Customer 00850,Professionals,West,Website
CU00851,Customer 00851,Premium,Central,Corporate Sales
CU00852,Customer 00852,Value Seekers,Central,Website
CU00853,Customer 00853,Corporate,North,Corporate Sales
CU00854,Customer 00854,Corporate,East,Corporate Sales
CU00855,Customer 00855,Gamers,West,Social
CU00856,Customer 00856,Gamers,North,Store
CU00857,Customer 00857,Corporate,North,Store
CU00858,Customer 00858,Corporate,Central,Corporate Sales
CU00859,Customer 00859,Gamers,Central,Store
CU00860,Customer 00860,Professionals,West,Store
CU00861,Customer 00861,Professionals,East,Store
CU00862,Customer 00862,Professionals,West,Store
CU00863,Customer 00863,Home Makers,North,Website
CU00864,Customer 00864,Home Makers,Central,Website
CU00865,Customer 00865,Gamers,West,Referral
CU00866,Customer 00866,Value Seekers,East,Website
CU00867,Customer 00867,Home Makers,North,Social
CU00868,Customer 00868,Value Seekers,North,Website
CU00869,Customer 00869,Home Makers,Central,Corporate Sales
CU00870,Customer 00870,Premium,East,Referral
CU00871,Customer 00871,Home Makers,East,Corporate Sales
CU00872,Customer 00872,Corporate,West,Referral
CU00873,Customer 00873,Value Seekers,West,Social
CU00874,Customer 00874,Home Makers,East,Website
CU00875,Customer 00875,Professionals,Central,Website
CU00876,Customer 00876,Home Makers,West,Website
CU00877,Customer 00877,Premium,North,Store
CU00878,Customer 00878,Professionals,Central,Social
CU00879,Customer 00879,Home Makers,West,Social
CU00880,Customer 00880,Value Seekers,West,Referral
CU00881,Customer 00881,Value Seekers,Central,Corporate Sales
CU00882,Customer 00882,Home Makers,East,Social
CU00883,Customer 00883,Home Makers,West,Social
CU00884,Customer 00884,Professionals,West,Store
CU00885,Customer 00885,Professionals,North,Website
CU00886,Customer 00886,Corporate,West,Referral
CU00887,Customer 00887,Value Seekers,Central,Referral
CU00888,Customer 00888,Value Seekers,East,Store
CU00889,Customer 00889,Professionals,Central,Social
CU00890,Customer 00890,Professionals,West,Website
CU00891,Customer 00891,Professionals,East,Website
CU00892,Customer 00892,Home Makers,West,Website
CU00893,Customer 00893,Corporate,West,Referral
CU00894,Customer 00894,Professionals,West,Website
CU00895,Customer 00895,Value Seekers,Central,Website
CU00896,Customer 00896,Value Seekers,East,Store
CU00897,Customer 00897,Home Makers,West,Referral
CU00898,Customer 00898,Value Seekers,Central,Website
CU00899,Customer 00899,Home Makers,Central,Store
CU00900,Customer 00900,Corporate,East,Referral
CU00901,Customer 00901,Gamers,East,Website
CU00902,Customer 00902,Gamers,East,Website
CU00903,Customer 00903,Value Seekers,West,Corporate Sales
CU00904,Customer 00904,Premium,West,Store
CU00905,Customer 00905,Professionals,East,Store
CU00906,Customer 00906,Premium,West,Social
CU00907,Customer 00907,Home Makers,Central,Store
CU00908,Customer 00908,Value Seekers,East,Social
CU00909,Customer 00909,Corporate,East,Store
CU00910,Customer 00910,Value Seekers,West,Store
CU00911,Customer 00911,Professionals,West,Referral
CU00912,Customer 00912,Corporate,Central,Store
CU00913,Customer 00913,Value Seekers,West,Corporate Sales
CU00914,Customer 00914,Home Makers,West,Website
CU00915,Customer 00915,Value Seekers,East,Referral
CU00916,Customer 00916,Premium,Central,Website
CU00917,Customer 00917,Value Seekers,Central,Social
CU00918,Customer 00918,Professionals,East,Store
CU00919,Customer 00919,Gamers,Central,Website
CU00920,Customer 00920,Home Makers,East,Store
CU00921,Customer 00921,Professionals,Central,Social
CU00922,Customer 00922,Home Makers,North,Store
CU00923,Customer 00923,Professionals,West,Website
CU00924,Customer 00924,Value Seekers,East,Store
