return_id,order_id,return_date,product_id,quantity,return_reason,refund_amount
R001777,O028235,2026-03-20,P0052,2,Changed Mind,311.53
R001778,O028242,2026-06-19,P0013,2,Damaged,883.41
R001779,O028265,2026-06-24,P0013,2,Wrong Item,902.19
R001780,O028280,2026-02-02,P0061,1,Not as Expected,380.36
R001781,O028288,2026-07-10,P0061,3,Damaged,1142.98
R001782,O028312,2026-03-31,P0069,1,Defective,390.78
R001783,O028319,2026-02-08,P0050,1,Wrong Item,1036.39
R001784,O028345,2026-05-18,P0044,1,Damaged,604.19
R001785,O028358,2026-04-12,P0052,3,Damaged,454.74
R001786,O028392,2026-03-13,P0051,2,Damaged,157.82
R001787,O028440,2026-04-22,P0070,2,Defective,269.81
R001788,O028452,2026-01-22,P0080,1,Not as Expected,373.95
R001789,O028455,2026-06-29,P0061,5,Not as Expected,1861.05
R001790,O028465,2026-02-27,P0047,1,Not as Expected,479.04
R001791,O028480,2026-01-07,P0006,1,Not as Expected,871.72
R001792,O028482,2026-05-27,P0064,2,Not as Expected,253.86
R001793,O028495,2026-06-26,P0075,3,Changed Mind,2256.38
R001794,O028505,2026-07-06,P0032,2,Defective,1455.56
R001795,O028533,2026-05-29,P0063,1,Not as Expected,369.07
R001796,O028548,2026-05-29,P0037,1,Defective,970.19
R001797,O028550,2026-05-18,P0004,1,Not as Expected,1088.01
R001798,O028571,2026-02-06,P0056,1,Changed Mind,321.57
R001799,O028576,2026-05-09,P0059,2,Changed Mind,407.2
R001800,O028667,2026-03-22,P0079,1,Changed Mind,905.32
R001801,O028670,2026-02-04,P0054,1,Defective,477.51
R001802,O028696,2026-05-23,P0060,1,Damaged,223.0
R001803,O028697,2026-02-09,P0004,1,Not as Expected,1079.03
R001804,O028707,2026-01-13,P0030,2,Changed Mind,1359.16
R001805,O028726,2026-05-07,P0061,3,Damaged,1136.5
R001806,O028729,2026-05-02,P0075,2,Changed Mind,1532.73
R001807,O028752,2026-05-23,P0040,1,Damaged,2134.97
R001808,O028760,2026-01-23,P0001,2,Wrong Item,2339.48
R001809,O028802,2026-02-17,P0002,1,Not as Expected,1481.48
R001810,O028819,2026-02-13,P0008,3,Changed Mind,3358.17
R001811,O028822,2026-01-31,P0064,2,Defective,254.22
R001812,O028826,2026-07-04,P0059,3,Defective,598.1
R001813,O028839,2026-06-29,P0061,3,Changed Mind,1029.05
R001814,O028848,2026-02-14,P0007,3,Changed Mind,3177.43
R001815,O028883,2026-02-16,P0065,1,Not as Expected,293.12
R001816,O028884,2026-07-12,P0055,5,Wrong Item,839.54
R001817,O028907,2026-04-28,P0006,2,Changed Mind,1670.35
R001818,O028918,2026-03-31,P0053,1,Changed Mind,118.27
R001819,O028931,2026-03-29,P0003,1,Wrong Item,953.63
R001820,O028934,2026-05-21,P0074,1,Defective,318.39
R001821,O028939,2026-04-28,P0062,1,Not as Expected,268.79
R001822,O028960,2026-05-21,P0050,2,Defective,2287.03
R001823,O028979,2026-04-21,P0057,1,Defective,472.59
R001824,O028988,2026-06-17,P0027,3,Changed Mind,3204.11
R001825,O029009,2026-06-24,P0062,2,Defective,534.64
R001826,O029013,2026-07-06,P0074,3,Changed Mind,931.04
R001827,O029015,2026-04-12,P0058,2,Wrong Item,396.76
R001828,O029064,2026-04-30,P0052,1,Damaged,166.28
R001829,O029123,2026-06-09,P0063,2,Not as Expected,712.32
R001830,O029124,2026-06-27,P0043,3,Not as Expected,2108.9
R001831,O029144,2026-02-24,P0063,2,Damaged,764.37
R001832,O029162,2026-06-15,P0058,1,Wrong Item,197.45
R001833,O029178,2026-04-26,P0070,1,Not as Expected,121.21
R001834,O029224,2026-06-05,P0055,1,Wrong Item,160.85
R001835,O029234,2026-06-11,P0028,5,Wrong Item,2673.49
R001836,O029254,2026-02-22,P0017,2,Changed Mind,1234.42
R001837,O029256,2026-03-14,P0057,1,Not as Expected,461.91
R001838,O029291,2026-03-11,P0033,1,Defective,1723.3
R001839,O029332,2026-04-21,P0030,3,Defective,1911.48
R001840,O029344,2026-02-08,P0011,2,Wrong Item,2654.98
R001841,O029372,2026-03-27,P0002,2,Defective,2887.43
R001842,O029393,2026-06-12,P0055,1,Changed Mind,166.13
R001843,O029408,2026-07-04,P0061,2,Changed Mind,684.73
R001844,O029428,2026-04-14,P0023,1,Not as Expected,1029.52
R001845,O029436,2026-05-19,P0038,2,Defective,2894.27
R001846,O029439,2026-02-04,P0019,2,Not as Expected,1346.31
R001847,O029440,2026-04-25,P0069,1,Wrong Item,375.79
R001848,O029486,2026-06-06,P0061,2,Wrong Item,716.19
R001849,O029500,2026-02-22,P0021,1,Not as Expected,1128.24
R001850,O029509,2026-03-02,P0002,2,Not as Expected,2997.06
R001851,O029517,2026-02-26,P0060,1,Defective,223.94
R001852,O029539,2026-02-10,P0004,1,Not as Expected,1132.67
R001853,O029541,2026-06-29,P0070,2,Changed Mind,254.91
R001854,O029549,2026-03-02,P0032,1,Changed Mind,774.3
R001855,O029557,2026-04-26,P0017,1,Changed Mind,596.28
R001856,O029573,2026-05-20,P0067,2,Damaged,1238.95
R001857,O029578,2026-04-27,P0056,1,Defective,326.85
R001858,O029596,2026-04-18,P0054,1,Not as Expected,438.0
R001859,O029601,2026-04-02,P0020,2,Changed Mind,2420.45
R001860,O029602,2026-03-04,P0058,1,Damaged,210.38
R001861,O029621,2026-07-12,P0061,2,Damaged,706.94
R001862,O029624,2026-06-07,P0036,1,Not as Expected,1293.37
R001863,O029640,2026-04-16,P0063,1,Damaged,362.27
R001864,O029645,2026-02-17,P0038,1,Defective,1461.51
R001865,O029658,2026-05-04,P0054,2,Changed Mind,904.11
R001866,O029669,2026-01-18,P0017,2,Not as Expected,1186.91
R001867,O029682,2026-04-07,P0073,2,Defective,1147.13
R001868,O029688,2026-07-04,P0019,2,Changed Mind,1169.2
R001869,O029702,2026-04-24,P0023,3,Not as Expected,3042.02
R001870,O029719,2026-06-14,P0066,2,Wrong Item,957.65
R001871,O029721,2026-04-10,P0018,1,Damaged,987.33
R001872,O029779,2026-05-14,P0075,1,Defective,763.0
R001873,O029788,2026-04-15,P0075,2,Damaged,1527.75
R001874,O029811,2026-02-27,P0015,1,Damaged,625.97
R001875,O029834,2026-01-26,P0013,1,Damaged,460.64
R001876,O029836,2026-03-10,P0051,1,Damaged,79.63
R001877,O029878,2026-03-29,P0024,1,Changed Mind,1813.08
R001878,O029903,2026-05-29,P0058,1,Damaged,202.82
R001879,O029921,2026-06-14,P0017,1,Changed Mind,573.66
R001880,O029926,2026-04-29,P0072,1,Not as Expected,815.21
R001881,O029940,2026-02-15,P0021,1,Not as Expected,1185.32
R001882,O029943,2026-05-28,P0053,1,Not as Expected,120.03
R001883,O029947,2026-01-29,P0076,1,Not as Expected,1059.79
R001884,O029950,2026-06-22,P0028,5,Not as Expected,2575.06
R001885,O029953,2026-06-10,P0050,1,Changed Mind,1126.07
R001886,O029954,2026-06-16,P0045,2,Changed Mind,1139.9
R001887,O029958,2026-05-23,P0074,2,Wrong Item,586.28
R001888,O029971,2026-04-27,P0050,1,Defective,1078.03
R001889,O029991,2026-06-16,P0057,2,Defective,912.91
R001890,O029992,2026-06-27,P0064,5,Defective,649.25
R001891,O030003,2026-04-04,P0063,2,Not as Expected,741.77
R001892,O030014,2026-03-26,P0015,2,Wrong Item,1257.78
R001893,O030015,2026-02-01,P0070,1,Not as Expected,132.19
R001894,O030073,2026-06-28,P0065,3,Defective,915.38
R001895,O030080,2026-05-10,P0014,1,Defective,1116.66
R001896,O030081,2026-02-21,P0045,2,Changed Mind,1160.33
R001897,O030128,2026-06-11,P0034,1,Changed Mind,1244.49
R001898,O030145,2026-06-28,P0014,5,Damaged,5120.4
R001899,O030150,2026-01-13,P0001,2,Damaged,2205.76
R001900,O030159,2026-03-10,P0020,1,Damaged,1248.24
R001901,O030222,2026-04-22,P0010,3,Damaged,3826.09
R001902,O030223,2026-05-08,P0053,1,Changed Mind,120.23
R001903,O030241,2026-01-26,P0072,1,Wrong Item,873.14
R001904,O030264,2026-05-07,P0023,1,Not as Expected,1087.27
R001905,O030270,2026-03-29,P0004,1,Changed Mind,1116.01
R001906,O030272,2026-06-12,P0037,1,Changed Mind,976.34
R001907,O030281,2026-04-28,P0019,1,Not as Expected,669.9
R001908,O030282,2026-06-05,P0062,1,Defective,262.85
R001909,O030284,2026-02-22,P0064,1,Damaged,126.65
R001910,O030309,2026-06-27,P0066,2,Wrong Item,920.06
R001911,O030311,2026-03-21,P0075,3,Damaged,2210.31
R001912,O030315,2026-04-14,P0021,3,Damaged,3589.57
R001913,O030325,2026-07-04,P0028,3,Damaged,1516.97
R001914,O030333,2026-05-19,P0042,2,Changed Mind,2391.11
R001915,O030338,2026-06-22,P0019,5,Defective,3074.69
R001916,O030339,2026-04-16,P0002,2,Wrong Item,2874.07
R001917,O030376,2026-02-27,P0070,2,Not as Expected,245.85
R001918,O030399,2026-02-26,P0058,1,Damaged,210.37
R001919,O030406,2026-06-10,P0071,2,Changed Mind,2073.27
R001920,O030432,2026-04-18,P0049,1,Not as Expected,751.54
R001921,O030433,2026-04-12,P0064,2,Not as Expected,268.33
R001922,O030443,2026-01-11,P0058,3,Changed Mind,607.8
R001923,O030450,2026-05-02,P0021,3,Not as Expected,3491.22
R001924,O030478,2026-06-03,P0080,2,Not as Expected,740.96
R001925,O030491,2026-04-29,P0049,1,Wrong Item,797.02
R001926,O030502,2026-04-27,P0067,2,Damaged,1182.75
R001927,O030505,2026-01-25,P0059,1,Changed Mind,212.52
R001928,O030516,2026-05-07,P0074,1,Changed Mind,298.75
R001929,O030528,2026-06-24,P0063,3,Defective,1122.13
R001930,O030573,2026-01-21,P0027,1,Changed Mind,1201.24
R001931,O030585,2026-01-08,P0005,3,Wrong Item,4821.05
R001932,O030612,2026-06-29,P0039,2,Defective,2719.47
R001933,O030649,2026-04-13,P0080,1,Wrong Item,406.12
R001934,O030680,2026-05-15,P0032,1,Defective,769.33
R001935,O030766,2026-02-02,P0026,1,Defective,1830.54
R001936,O030771,2026-03-15,P0058,1,Wrong Item,207.58
R001937,O030773,2026-01-28,P0027,1,Damaged,1135.07
R001938,O030782,2026-02-14,P0033,1,Not as Expected,1720.06
R001939,O030809,2026-05-11,P0069,1,Changed Mind,363.95
R001940,O030816,2026-05-09,P0028,1,Damaged,542.86
R001941,O030833,2026-05-01,P0053,1,Damaged,119.68
R001942,O030841,2026-04-25,P0065,2,Wrong Item,568.8
R001943,O030846,2026-07-07,P0063,2,Changed Mind,694.29
R001944,O030847,2026-06-13,P0068,5,Not as Expected,2161.53
R001945,O030866,2026-04-16,P0033,2,Wrong Item,3362.01
R001946,O030883,2026-03-06,P0033,2,Damaged,3444.07
R001947,O030896,2026-05-04,P0037,2,Damaged,2055.9
R001948,O030928,2026-05-25,P0069,2,Defective,719.61
R001949,O030949,2026-02-04,P0015,1,Wrong Item,630.62
R001950,O030950,2026-03-20,P0034,2,Wrong Item,2500.88
R001951,O030952,2026-05-26,P0069,1,Changed Mind,389.53
R001952,O030995,2026-06-30,P0078,5,Wrong Item,3192.44
R001953,O031009,2026-04-13,P0022,1,Damaged,2014.34
R001954,O031017,2026-05-16,P0048,3,Defective,2245.32
R001955,O031022,2026-03-22,P0063,1,Not as Expected,356.09
R001956,O031023,2026-03-03,P0053,1,Changed Mind,115.38
R001957,O031033,2026-03-18,P0080,2,Damaged,803.51
R001958,O031034,2026-02-22,P0077,3,Defective,1149.06
R001959,O031036,2026-05-28,P0019,3,Damaged,1969.57
R001960,O031055,2026-01-12,P0011,1,Damaged,1282.81
R001961,O031057,2026-05-11,P0041,1,Not as Expected,1575.47
R001962,O031081,2026-03-28,P0012,1,Defective,932.09
R001963,O031104,2026-02-23,P0064,3,Changed Mind,404.76
R001964,O031108,2026-02-12,P0079,1,Changed Mind,867.28
R001965,O031109,2026-02-25,P0025,1,Not as Expected,1443.13
R001966,O031119,2026-05-17,P0019,1,Not as Expected,609.66
R001967,O031122,2026-05-28,P0053,3,Changed Mind,346.93
R001968,O031144,2026-01-17,P0054,3,Damaged,1347.82
R001969,O031150,2026-03-18,P0010,2,Not as Expected,2515.03
R001970,O031151,2026-02-03,P0072,1,Damaged,833.81
R001971,O031156,2026-03-24,P0030,1,Changed Mind,636.28
R001972,O031196,2026-05-06,P0054,1,Damaged,470.88
R001973,O031203,2026-04-15,P0023,1,Wrong Item,1035.54
R001974,O031214,2026-01-26,P0026,2,Defective,3429.38
R001975,O031216,2026-07-15,P0079,2,Defective,1627.87
R001976,O031223,2026-01-14,P0068,1,Defective,468.99
R001977,O031239,2026-06-10,P0062,2,Not as Expected,540.16
R001978,O031315,2026-03-13,P0056,3,Wrong Item,965.56
R001979,O031331,2026-01-28,P0019,1,Damaged,644.82
R001980,O031341,2026-06-21,P0040,2,Defective,4560.03
R001981,O031344,2026-05-22,P0034,1,Wrong Item,1275.74
R001982,O031369,2026-02-23,P0012,2,Changed Mind,1951.29
R001983,O031373,2026-06-26,P0011,5,Wrong Item,6321.47
R001984,O031380,2026-04-11,P0059,2,Damaged,411.25
R001985,O031397,2026-03-31,P0079,2,Defective,1777.23
R001986,O031408,2026-06-11,P0061,5,Damaged,1890.1
R001987,O031412,2026-03-24,P0020,2,Damaged,2592.84
R001988,O031416,2026-01-15,P0077,1,Defective,390.61
R001989,O031428,2026-05-02,P0052,1,Wrong Item,156.06
R001990,O031434,2026-01-19,P0070,2,Defective,256.96
R001991,O031438,2026-03-04,P0023,2,Changed Mind,2110.33
R001992,O031442,2026-04-23,P0076,2,Changed Mind,2132.5
R001993,O031465,2026-04-27,P0051,1,Defective,81.39
R001994,O031467,2026-04-11,P0005,1,Damaged,1562.32
R001995,O031480,2026-01-28,P0072,2,Defective,1714.78
R001996,O031505,2026-05-14,P0059,2,Defective,392.29
R001997,O031513,2026-06-24,P0039,2,Defective,2682.95
R001998,O031517,2026-02-14,P0066,1,Wrong Item,480.8
R001999,O031555,2026-01-19,P0068,2,Not as Expected,868.14
R002000,O031562,2026-02-17,P0051,2,Damaged,167.09
R002001,O031573,2026-02-08,P0021,1,Wrong Item,1103.45
R002002,O031579,2026-06-21,P0071,2,Defective,2024.28
R002003,O031601,2026-02-22,P0014,3,Not as Expected,3263.21
R002004,O031615,2026-04-11,P0007,1,Wrong Item,1143.67
R002005,O031625,2026-05-08,P0038,3,Defective,4708.78
R002006,O031626,2026-06-07,P0075,1,Wrong Item,742.86
R002007,O031656,2026-04-26,P0060,3,Changed Mind,646.5
R002008,O031675,2026-04-05,P0027,2,Not as Expected,2275.46
R002009,O031708,2026-06-15,P0050,5,Defective,5273.24
R002010,O031727,2026-05-28,P0003,1,Defective,866.19
R002011,O031729,2026-05-03,P0034,2,Changed Mind,2705.74
R002012,O031752,2026-04-04,P0005,3,Defective,4876.76
R002013,O031817,2026-06-28,P0013,3,Damaged,1383.3
R002014,O031873,2026-04-03,P0078,3,Changed Mind,1817.77
R002015,O031879,2026-06-17,P0051,2,Defective,160.07
R002016,O031889,2026-04-08,P0059,2,Damaged,390.45
R002017,O031895,2026-04-11,P0007,1,Wrong Item,1089.22
R002018,O031901,2026-05-22,P0067,1,Not as Expected,604.07
R002019,O031922,2026-06-04,P0036,3,Defective,4151.52
R002020,O031937,2026-03-17,P0003,1,Changed Mind,990.26
R002021,O031940,2026-01-26,P0012,1,Wrong Item,927.19
R002022,O031946,2026-03-17,P0050,2,Damaged,2091.51
R002023,O031952,2026-05-26,P0018,1,Not as Expected,1034.93
R002024,O031958,2026-07-13,P0015,2,Not as Expected,1263.26
